Year,Month,Day,Precipitation,TempAirMax,TempAirMin,patch
1997,12,12,0,11.88,-5.073,0
1997,12,13,0,14.74,-2.681,0
1997,12,14,0,15.58,-2.993,0
1997,12,15,0,16.19,0.476,0
1997,12,16,0,16.74,-0.192,0
1997,12,17,0,18.6,1.364,0
1997,12,18,11.176,15.47,1.957,0
1997,12,19,5.588,6.254,2.976,0
1997,12,20,0,11.5,2.397,0
1997,12,21,15.24,6.871,1.036,0
1997,12,22,0,8.05,-1.043,0
1997,12,23,0.508,9.13,-2.378,0
1997,12,24,4.318,2.024,-0.938,0
1997,12,25,0,3.908,-2.351,0
1997,12,26,0,7.01,-6.017,0
1997,12,27,0,8.42,-3.56,0
1997,12,28,0,13.02,-3.589,0
1997,12,29,0,14.59,-0.85,0
1997,12,30,0,13.24,-0.677,0
1997,12,31,0,17.24,-1.399,0
1998,1,1,0,21.2,3.114,0
1998,1,2,0,17.33,4.448,0
1998,1,3,0.762,13.23,4.264,0
1998,1,4,0,13.28,2.527,0
1998,1,5,0,8.93,-1.771,0
1998,1,6,0,11.72,-3.555,0
1998,1,7,0,10.2,-1.731,0
1998,1,8,0,15.93,-2.293,0
1998,1,9,0.254,16.62,2.113,0
1998,1,10,0,12.62,0.587,0
1998,1,11,0.254,14.86,-1.091,0
1998,1,12,0,13.37,0.56,0
1998,1,13,0,13.2,-1.415,0
1998,1,14,0,16.36,-0.648,0
1998,1,15,0,17.32,0.981,0
1998,1,16,0,19.33,3.06,0
1998,1,17,0,20.96,3.423,0
1998,1,18,0,20.82,4.639,0
1998,1,19,0,16.81,-0.902,0
1998,1,20,0,12.38,1.672,0
1998,1,21,0,15.01,-1.379,0
1998,1,22,0,17.85,0.372,0
1998,1,23,0,18.69,0.634,0
1998,1,24,0,18.92,0.454,0
1998,1,25,0,20.26,2.236,0
1998,1,26,0,21.17,3.431,0
1998,1,27,0,20.92,3.133,0
1998,1,28,0,19.92,4.388,0
1998,1,29,0,14.16,0.589,0
1998,1,30,0,16.35,-0.282,0
1998,1,31,0,16.38,0.112,0
1998,2,1,0,19.26,1.441,0
1998,2,2,0,21.8,2.306,0
1998,2,3,4.826,10.24,2.933,0
1998,2,4,2.032,9.88,0.366,0
1998,2,5,0,15.57,0.061,0
1998,2,6,0,16.84,2.928,0
1998,2,7,1.778,18.82,1.86,0
1998,2,8,4.826,9.09,2.388,0
1998,2,9,0.254,12.07,1.013,0
1998,2,10,0,14.39,0.49,0
1998,2,11,0,14.54,-0.328,0
1998,2,12,0,15.76,0.67,0
1998,2,13,0,16.22,6.048,0
1998,2,14,4.826,10.37,2.773,0
1998,2,15,0,10.42,-0.361,0
1998,2,16,6.096,10.3,-2.394,0
1998,2,17,0.508,8.9,1.526,0
1998,2,18,0,13.02,-2.223,0
1998,2,19,4.064,13.51,2.155,0
1998,2,20,0.254,11.05,1.351,0
1998,2,21,0,17.84,-0.97,0
1998,2,22,0,20.76,1.998,0
1998,2,23,0.254,20.72,7.51,0
1998,2,24,0.762,8.78,1.604,0
1998,2,25,0,11.81,1.686,0
1998,2,26,0,11.22,1.899,0
1998,2,27,0,12.29,-3.452,0
1998,2,28,0,16.21,-3.102,0
1998,3,1,0,19.27,-0.136,0
1998,3,2,0,22.14,3.854,0
1998,3,3,0,23.03,2.83,0
1998,3,4,0,20.66,7.6,0
1998,3,5,0,18.7,6.195,0
1998,3,6,1.524,10.83,0.776,0
1998,3,7,0,14.52,-4.167,0
1998,3,8,0,19.34,0.111,0
1998,3,9,0,18.68,2.551,0
1998,3,10,0,20.29,2.925,0
1998,3,11,0,20.45,2.949,0
1998,3,12,0,19.71,4.76,0
1998,3,13,6.604,18.18,5.969,0
1998,3,14,2.54,13.22,2.608,0
1998,3,15,0,17.58,3.774,0
1998,3,16,0.508,15.97,5.876,0
1998,3,17,0,18.67,3.898,0
1998,3,18,0,19.67,2.479,0
1998,3,19,0,22.87,5.361,0
1998,3,20,0,22.9,6.338,0
1998,3,21,0,26,6.403,0
1998,3,22,0,27.47,9.62,0
1998,3,23,0,29.09,9.15,0
1998,3,24,0,26.03,11.14,0
1998,3,25,6.096,18.25,5.528,0
1998,3,26,0,18.13,1.596,0
1998,3,27,0,20.05,3.344,0
1998,3,28,8.636,11.37,-0.282,0
1998,3,29,3.048,6.571,-0.176,0
1998,3,30,0,15.38,-1.842,0
1998,3,31,0,19.31,0.33,0
1998,4,1,0.508,13.78,0.263,0
1998,4,2,0,20.92,-1.487,0
1998,4,3,0,22.93,6.412,0
1998,4,4,0,22.79,2.265,0
1998,4,5,0.254,16.55,4.787,0
1998,4,6,0,16.63,2.43,0
1998,4,7,0,18.14,-0.173,0
1998,4,8,0,23.24,3.417,0
1998,4,9,0,28.04,7.58,0
1998,4,10,0,25.41,6.161,0
1998,4,11,0,20.64,9.91,0
1998,4,12,0,24.29,2.451,0
1998,4,13,0,23.33,4.444,0
1998,4,14,0,16.88,3.997,0
1998,4,15,0,15.1,3.744,0
1998,4,16,0,17.16,-1.643,0
1998,4,17,0,21.63,3.98,0
1998,4,18,0,25.6,6.201,0
1998,4,19,0,27.68,8.77,0
1998,4,20,0,25.93,10.39,0
1998,4,21,0,28.83,8.39,0
1998,4,22,0,30.9,13.8,0
1998,4,23,0,27.94,14.11,0
1998,4,24,0.254,24.87,10.07,0
1998,4,25,0,18.62,7.39,0
1998,4,26,0,19.8,3.382,0
1998,4,27,0,22.89,4.102,0
1998,4,28,0,24.51,11.85,0
1998,4,29,0,27.4,9.39,0
1998,4,30,0,29.01,12.34,0
1998,5,1,0,30.43,12.97,0
1998,5,2,NA,28.7066822,8.6893094,1
1998,5,3,NA,25.5884334,9.1088189,1
1998,5,4,NA,27.6061238,8.185898,1
1998,5,5,NA,26.5972786,8.185898,1
1998,5,6,NA,25.5884334,11.8775816,1
1998,5,7,NA,22.0116186,7.6824866,1
1998,5,8,NA,26.1387126,7.2629771,1
1998,5,9,NA,29.1652482,9.1088189,1
1998,5,10,NA,26.1387126,8.6893094,1
1998,5,11,NA,27.6061238,10.9546607,1
1998,5,12,NA,26.1387126,12.8844044,1
1998,5,13,NA,26.1387126,10.9546607,1
1998,5,14,NA,22.0116186,8.6893094,1
1998,5,15,NA,26.5972786,4.9137239,1
1998,5,16,NA,28.7066822,6.7595657,1
1998,5,17,NA,30.7243726,10.5351512,1
1998,5,18,NA,33.7509082,12.380993,1
1998,5,19,NA,32.742063,13.3039139,1
1998,5,20,NA,33.2923422,13.8073253,1
1998,5,21,NA,30.1740934,18.4219298,1
1998,5,22,NA,29.7155274,15.6531671,1
1998,5,23,NA,30.1740934,10.5351512,1
1998,5,24,NA,30.1740934,10.5351512,1
1998,5,25,NA,30.1740934,15.6531671,1
1998,5,26,NA,30.1740934,9.6122303,1
1998,5,27,NA,31.1829386,11.8775816,1
1998,5,28,NA,32.1917838,11.8775816,1
1998,5,29,NA,31.7332178,12.8844044,1
1998,5,30,NA,31.7332178,11.8775816,1
1998,5,31,NA,32.742063,11.4580721,1
1998,6,1,NA,35.3100326,11.8775816,1
1998,6,2,NA,35.3100326,14.2268348,1
1998,6,3,NA,32.742063,15.6531671,1
1998,6,4,NA,24.5795882,14.2268348,1
1998,6,5,NA,29.7155274,9.6122303,1
1998,6,6,NA,33.2923422,11.8775816,1
1998,6,7,NA,30.7243726,15.6531671,1
1998,6,8,NA,29.7155274,11.4580721,1
1998,6,9,NA,31.1829386,10.9546607,1
1998,6,10,NA,24.5795882,15.1497557,1
1998,6,11,NA,27.1475578,11.8775816,1
1998,6,12,NA,31.7332178,18.0024203,1
1998,6,13,NA,30.7243726,11.4580721,1
1998,6,14,NA,32.1917838,11.4580721,1
1998,6,15,NA,30.7243726,12.8844044,1
1998,6,16,NA,32.742063,11.8775816,1
1998,6,17,NA,32.1917838,14.2268348,1
1998,6,18,NA,33.7509082,13.8073253,1
1998,6,19,NA,35.7685986,13.8073253,1
1998,6,20,NA,35.7685986,14.7302462,1
1998,6,21,NA,35.3100326,14.7302462,1
1998,6,22,NA,34.7597534,12.380993,1
1998,6,23,NA,36.3188778,16.0726766,1
1998,6,24,NA,36.7774438,17.0794994,1
1998,6,25,NA,36.7774438,17.4990089,1
1998,6,26,NA,37.327723,15.6531671,1
1998,6,27,NA,37.327723,16.0726766,1
1998,6,28,NA,38.8868474,15.1497557,1
1998,6,29,NA,39.3454134,17.4990089,1
1998,6,30,NA,38.8868474,22.6170248,1
1998,7,1,NA,37.8780022,21.6941039,1
1998,7,2,NA,37.327723,21.2745944,1
1998,7,3,NA,34.3011874,21.6941039,1
1998,7,4,NA,33.7509082,21.2745944,1
1998,7,5,NA,28.156403,20.771183,1
1998,7,6,NA,31.1829386,20.2677716,1
1998,7,7,NA,31.1829386,19.8482621,1
1998,7,8,NA,29.7155274,19.8482621,1
1998,7,9,NA,31.7332178,19.8482621,1
1998,7,10,NA,36.7774438,20.2677716,1
1998,7,11,NA,37.327723,22.6170248,1
1998,7,12,NA,37.327723,21.2745944,1
1998,7,13,NA,36.7774438,20.771183,1
1998,7,14,NA,37.327723,21.2745944,1
1998,7,15,NA,37.8780022,21.2745944,1
1998,7,16,NA,35.7685986,22.6170248,1
1998,7,17,NA,34.7597534,20.771183,1
1998,7,18,NA,32.1917838,19.8482621,1
1998,7,19,NA,33.7509082,18.0024203,1
1998,7,20,NA,35.3100326,20.771183,1
1998,7,21,NA,33.7509082,18.0024203,1
1998,7,22,NA,30.1740934,18.4219298,1
1998,7,23,NA,29.1652482,18.0024203,1
1998,7,24,NA,31.1829386,18.9253412,1
1998,7,25,NA,32.1917838,20.2677716,1
1998,7,26,NA,35.3100326,22.6170248,1
1998,7,27,NA,34.3011874,19.8482621,1
1998,7,28,NA,34.3011874,21.2745944,1
1998,7,29,NA,33.7509082,19.8482621,1
1998,7,30,NA,34.7597534,19.3448507,1
1998,7,31,NA,35.3100326,19.8482621,1
1998,8,1,NA,33.2923422,19.8482621,1
1998,8,2,NA,32.742063,20.2677716,1
1998,8,3,NA,35.3100326,20.771183,1
1998,8,4,NA,35.3100326,21.6941039,1
1998,8,5,NA,36.3188778,18.9253412,1
1998,8,6,NA,35.3100326,20.771183,1
1998,8,7,NA,35.7685986,22.6170248,1
1998,8,8,NA,33.2923422,21.6941039,1
1998,8,9,NA,33.7509082,20.771183,1
1998,8,10,NA,33.7509082,20.2677716,1
1998,8,11,NA,35.3100326,18.0024203,1
1998,8,12,NA,35.3100326,19.3448507,1
1998,8,13,NA,34.7597534,18.9253412,1
1998,8,14,NA,34.7597534,18.0024203,1
1998,8,15,NA,33.2923422,16.576088,1
1998,8,16,NA,34.3011874,15.6531671,1
1998,8,17,NA,34.7597534,17.4990089,1
1998,8,18,NA,33.7509082,18.0024203,1
1998,8,19,NA,33.2923422,18.0024203,1
1998,8,20,NA,33.7509082,19.8482621,1
1998,8,21,NA,33.2923422,17.4990089,1
1998,8,22,NA,34.3011874,18.9253412,1
1998,8,23,NA,35.3100326,19.3448507,1
1998,8,24,18.542,35.19,20.47,0
1998,8,25,1.016,33.02,18.69,0
1998,8,26,0,32.52,19.07,0
1998,8,27,0,36.38,21.52,0
1998,8,28,0,35.66,22.25,0
1998,8,29,0,32.94,19.5,0
1998,8,30,0,33.63,18.57,0
1998,8,31,0,33.92,17.82,0
1998,9,1,0,33.45,17.64,0
1998,9,2,0,31.05,19.87,0
1998,9,3,5.334,24.39,18.11,0
1998,9,4,2.286,28.21,18.04,0
1998,9,5,0,33.18,19.45,0
1998,9,6,0,33.34,18.18,0
1998,9,7,0,33.79,16.17,0
1998,9,8,0,33.87,17.87,0
1998,9,9,0,32.83,21.08,0
1998,9,10,0,33.7,17.7,0
1998,9,11,0,33.63,18.22,0
1998,9,12,0,35.01,17.13,0
1998,9,13,0,35.63,18.91,0
1998,9,14,0,36.51,19.96,0
1998,9,15,0,31.99,20.7,0
1998,9,16,0,31.17,17.38,0
1998,9,17,0,32.32,18.16,0
1998,9,18,0,34.91,18.36,0
1998,9,19,0,33.95,19.76,0
1998,9,20,1.778,32.7,21.82,0
1998,9,21,0,31.82,19.65,0
1998,9,22,0,33.02,16.36,0
1998,9,23,0,33.34,14.68,0
1998,9,24,0,35.08,16.01,0
1998,9,25,0,34.3,16.09,0
1998,9,26,0,33.63,14.11,0
1998,9,27,0,33.97,15.31,0
1998,9,28,0,34.82,16.45,0
1998,9,29,0,34.3,19.65,0
1998,9,30,0,32.27,17.32,0
1998,10,1,0,30.89,15.65,0
1998,10,2,0,30.3,11.55,0
1998,10,3,0,30.13,12.74,0
1998,10,4,0,29.66,15.79,0
1998,10,5,0,24.05,13.32,0
1998,10,6,0,25.64,8.07,0
1998,10,7,0,29.02,7.85,0
1998,10,8,0,32.6,11.87,0
1998,10,9,0,33.32,13.57,0
1998,10,10,0,32.67,13.34,0
1998,10,11,0,31.59,13.3,0
1998,10,12,0,34.04,14.75,0
1998,10,13,0,34.04,15.36,0
1998,10,14,0,32.58,15.76,0
1998,10,15,0,29.12,16.75,0
1998,10,16,0,26.01,6.771,0
1998,10,17,0,23.49,3.873,0
1998,10,18,0,25.42,6.488,0
1998,10,19,0,26.81,11.47,0
1998,10,20,0,19.25,14.61,0
1998,10,21,0,15.71,11.84,0
1998,10,22,0,16.98,11.09,0
1998,10,23,0,18.67,11.69,0
1998,10,24,0,25.98,11.54,0
1998,10,25,0,26.78,11.82,0
1998,10,26,0,25.41,16.7,0
1998,10,27,27.94,22.38,10.85,0
1998,10,28,0,22.01,6.935,0
1998,10,29,0,24,7.37,0
1998,10,30,0,21.79,11.64,0
1998,10,31,0,15.87,5.959,0
1998,11,1,0,20.24,4.77,0
1998,11,2,0,22,6.354,0
1998,11,3,0,22.07,7.12,0
1998,11,4,0,21.26,5.594,0
1998,11,5,0,22.15,4.716,0
1998,11,6,0,21.64,6.276,0
1998,11,7,0,21.38,5.761,0
1998,11,8,0,23.02,6.694,0
1998,11,9,0.254,16.37,6.416,0
1998,11,10,0,14.79,-0.825,0
1998,11,11,0,21.35,1.734,0
1998,11,12,4.572,16.04,7.88,0
1998,11,13,0,18.51,5.261,0
1998,11,14,0,22.16,4.373,0
1998,11,15,0,23.45,5.864,0
1998,11,16,0,25.1,8.88,0
1998,11,17,0,24.24,9.11,0
1998,11,18,0,24.58,7.11,0
1998,11,19,0,22.22,6.767,0
1998,11,20,0,17.3,6.619,0
1998,11,21,0,20.19,2.689,0
1998,11,22,0,21.89,3.216,0
1998,11,23,0,24.89,4.089,0
1998,11,24,0,23.88,5.894,0
1998,11,25,0,23.82,7.69,0
1998,11,26,0,24.37,4.839,0
1998,11,27,0,24.01,6.968,0
1998,11,28,4.826,21.42,9.82,0
1998,11,29,3.556,12.37,3.134,0
1998,11,30,0,17.35,1.595,0
1998,12,1,0,18.24,2.958,0
1998,12,2,1.778,15.19,4.853,0
1998,12,3,0,15.93,0.638,0
1998,12,4,0,18.26,2.99,0
1998,12,5,0.508,16.33,3.344,0
1998,12,6,0,11.39,-2.64,0
1998,12,7,0,5.767,-4.872,0
1998,12,8,0,10.04,-4.188,0
1998,12,9,0,10.98,-4.38,0
1998,12,10,4.318,4.897,-2.228,0
1998,12,11,4.064,8.32,-5.078,0
1998,12,12,0,12.35,-1.507,0
1998,12,13,0,14.54,-0.609,0
1998,12,14,0,15.53,-0.9,0
1998,12,15,0,16.52,1.858,0
1998,12,16,0,17.62,2.938,0
1998,12,17,0.508,14.86,5.134,0
1998,12,18,1.016,16.17,3.441,0
1998,12,19,0,16.07,2.925,0
1998,12,20,0,19.37,8.25,0
1998,12,21,0,15.29,1.419,0
1998,12,22,0,14.16,-2.186,0
1998,12,23,0,10.88,-1.523,0
1998,12,24,0,13.71,-3.407,0
1998,12,25,0,15.16,-2.013,0
1998,12,26,0,17.27,-0.761,0
1998,12,27,0,18.67,2.539,0
1998,12,28,0,20.37,3.776,0
1998,12,29,0,21.92,4.314,0
1998,12,30,0,20.91,6.121,0
1998,12,31,0,22.25,6.992,0
1999,1,1,0,16.02,5.349,0
1999,1,2,0,16.67,1.41,0
1999,1,3,0,13.86,-0.098,0
1999,1,4,0,15.34,-4.506,0
1999,1,5,0,17.67,-3.273,0
1999,1,6,0,19.28,1.814,0
1999,1,7,0,21.71,4.522,0
1999,1,8,0,19.11,4.631,0
1999,1,9,0,16.16,1.044,0
1999,1,10,0,18.95,-0.974,0
1999,1,11,0,20.09,2.784,0
1999,1,12,0,19.06,6.722,0
1999,1,13,0,17.2,0.789,0
1999,1,14,0,16.89,2.396,0
1999,1,15,0,20.71,-0.711,0
1999,1,16,0,20,3.659,0
1999,1,17,0,19.14,1.806,0
1999,1,18,0,21.38,4.438,0
1999,1,19,0,23.44,5.689,0
1999,1,20,0,20.03,6.261,0
1999,1,21,0,17.06,8.49,0
1999,1,22,0,13.32,0.263,0
1999,1,23,0,21.35,-0.263,0
1999,1,24,0,26.77,4.5,0
1999,1,25,0,22.68,10.35,0
1999,1,26,0,17.1,1.866,0
1999,1,27,0,13.95,-1.387,0
1999,1,28,0,7.06,-4.475,0
1999,1,29,0,14.38,-5.157,0
1999,1,30,0,16.34,-2.428,0
1999,1,31,0,19.85,0.665,0
1999,2,1,0,17.81,3.963,0
1999,2,2,0,18.83,0.165,0
1999,2,3,0,22.19,-0.05,0
1999,2,4,0,19.91,3.997,0
1999,2,5,0,17.52,7.59,0
1999,2,6,0,16.73,-0.761,0
1999,2,7,0,20.45,0.521,0
1999,2,8,0,22.05,4,0
1999,2,9,0,23.6,5.539,0
1999,2,10,0,21.47,1.476,0
1999,2,11,0,10.98,-6.447,0
1999,2,12,0,12.92,-5.096,0
1999,2,13,0,18.59,-1.533,0
1999,2,14,0,23.79,0.744,0
1999,2,15,0,21.13,5.109,0
1999,2,16,0,19.6,0.917,0
1999,2,17,0,20.99,4.515,0
1999,2,18,0,22.56,2.789,0
1999,2,19,0,25.5,3.151,0
1999,2,20,0,22.96,4.965,0
1999,2,21,0,23.21,4.281,0
1999,2,22,0,19.51,5.404,0
1999,2,23,0,22.29,2.491,0
1999,2,24,0,24.18,6.644,0
1999,2,25,0,23.4,7.99,0
1999,2,26,0,20.9,5.005,0
1999,2,27,0,23.11,3.354,0
1999,2,28,0,24.19,6.917,0
1999,3,1,0,27.08,8.2,0
1999,3,2,0,24.98,6.743,0
1999,3,3,0,26.88,8.15,0
1999,3,4,0,23.79,7.18,0
1999,3,5,0,24.15,4.232,0
1999,3,6,0,23.38,5.584,0
1999,3,7,0,21.69,8.14,0
1999,3,8,0,17.09,1.57,0
1999,3,9,0,24.29,1.763,0
1999,3,10,0,24.64,3.068,0
1999,3,11,0,22.71,8.6,0
1999,3,12,0,14.51,3.184,0
1999,3,13,0,19.42,-0.471,0
1999,3,14,0,25.38,2.932,0
1999,3,15,0,22.22,6.046,0
1999,3,16,0,19.4,4.639,0
1999,3,17,1.778,8.47,0.909,0
1999,3,18,0,15.67,-0.585,0
1999,3,19,0,20.99,-0.583,0
1999,3,20,0,25.67,4.851,0
1999,3,21,0,28.61,7.41,0
1999,3,22,0,26.88,6.734,0
1999,3,23,0,25.83,8.72,0
1999,3,24,0,26.76,5.142,0
1999,3,25,0,25.47,8.47,0
1999,3,26,0,22.18,9,0
1999,3,27,0,22.09,1.594,0
1999,3,28,0,25.07,4.702,0
1999,3,29,0,27.28,6.825,0
1999,3,30,0,28.32,9.58,0
1999,3,31,0,24.74,10.86,0
1999,4,1,0,19.61,3.5,0
1999,4,2,2.032,12.47,3.337,0
1999,4,3,0,15.29,-2.286,0
1999,4,4,0.762,10.9,-0.293,0
1999,4,5,0.762,18.27,-5.057,0
1999,4,6,0,24.44,1.244,0
1999,4,7,0,24.45,10.13,0
1999,4,8,0,20.31,3.831,0
1999,4,9,0,24.01,1.313,0
1999,4,10,0,21.86,-2.584,0
1999,4,11,0,26.03,6.042,0
1999,4,12,0,26.39,10.01,0
1999,4,13,0,16.26,6.53,0
1999,4,14,0,25.07,2.581,0
1999,4,15,0,23.64,8.68,0
1999,4,16,0,23,6.221,0
1999,4,17,0,26.94,6.708,0
1999,4,18,0,30.12,8.23,0
1999,4,19,0,31.71,14.5,0
1999,4,20,0,30.52,11.88,0
1999,4,21,0,29.81,15.32,0
1999,4,22,0,29.39,14.36,0
1999,4,23,0,27.33,16.37,0
1999,4,24,0,23.92,12.19,0
1999,4,25,0,21.14,9.06,0
1999,4,26,0,26.72,9.48,0
1999,4,27,0,29.26,11.68,0
1999,4,28,0,25.41,15.09,0
1999,4,29,0,24,9.38,0
1999,4,30,0,22.99,2.273,0
1999,5,1,0,19.65,5.899,0
1999,5,2,0,26.62,3.417,0
1999,5,3,0,24.54,15.39,0
1999,5,4,0,24.7,12.79,0
1999,5,5,0,25.51,11.8,0
1999,5,6,0,29.08,10.87,0
1999,5,7,0,31.61,11.04,0
1999,5,8,0,32.54,13.87,0
1999,5,9,0,30.02,14.57,0
1999,5,10,0,28.7,11.95,0
1999,5,11,0,29.65,10.29,0
1999,5,12,0,32.56,12.07,0
1999,5,13,0,32.91,14.79,0
1999,5,14,0,31.59,18.48,0
1999,5,15,0,31.08,14.11,0
1999,5,16,0,29.75,13.96,0
1999,5,17,0,32.1,12.8,0
1999,5,18,0,33.9,14.71,0
1999,5,19,0,34.03,14.8,0
1999,5,20,0,33.9,13.55,0
1999,5,21,0,32.65,14.94,0
1999,5,22,0,33.51,17.62,0
1999,5,23,0,31.68,15.1,0
1999,5,24,0,32.87,14.41,0
1999,5,25,0,30.99,14.98,0
1999,5,26,0,30.66,14.86,0
1999,5,27,0,33.89,16.1,0
1999,5,28,0,30.89,17.05,0
1999,5,29,0,32.94,14.67,0
1999,5,30,0,30.75,16.25,0
1999,5,31,0,31.83,18.3,0
1999,6,1,0,31.59,13.71,0
1999,6,2,0,31.85,15.47,0
1999,6,3,0,32.33,14.68,0
1999,6,4,0,28.93,15.52,0
1999,6,5,0,27.98,6.324,0
1999,6,6,0,32.86,11.41,0
1999,6,7,0,34.75,15,0
1999,6,8,0,32.9,15.01,0
1999,6,9,0,33.28,15.98,0
1999,6,10,0,33.47,12.65,0
1999,6,11,0,33.42,14.96,0
1999,6,12,0,33.74,15.6,0
1999,6,13,0,32.16,16.11,0
1999,6,14,0,29.41,15.96,0
1999,6,15,0,34.21,16.74,0
1999,6,16,0,35.48,18.62,0
1999,6,17,0,32.4,19.13,0
1999,6,18,1.016,31.73,17.44,0
1999,6,19,0,32.9,15.94,0
1999,6,20,0,31.36,17.4,0
1999,6,21,0,36.05,18.59,0
1999,6,22,0,34.37,20.43,0
1999,6,23,0,36.48,18.08,0
1999,6,24,0,37.49,19.92,0
1999,6,25,0,37.5,21.31,0
1999,6,26,2.794,36.54,21.7,0
1999,6,27,0,38.09,21,0
1999,6,28,0,38.21,22.52,0
1999,6,29,0,38.47,19.98,0
1999,6,30,0,39.5,20.17,0
1999,7,1,0,40,21.61,0
1999,7,2,18.288,35.07,17.83,0
1999,7,3,1.016,29.65,19.62,0
1999,7,4,0.762,34.93,20.13,0
1999,7,5,4.064,36.04,22.58,0
1999,7,6,3.556,32.07,20.48,0
1999,7,7,6.096,33.01,19.71,0
1999,7,8,0.254,32.81,18.52,0
1999,7,9,1.778,34.36,19.99,0
1999,7,10,7.62,30.62,20.64,0
1999,7,11,0,24.69,19.15,0
1999,7,12,0,31.23,18.2,0
1999,7,13,0.254,33.41,19.49,0
1999,7,14,8.128,30.21,19.27,0
1999,7,15,2.286,24.89,17.68,0
1999,7,16,3.302,29.65,17.92,0
1999,7,17,0.254,26.2,18.73,0
1999,7,18,0.762,25.47,18.36,0
1999,7,19,0.254,30.92,16.2,0
1999,7,20,0,27.96,18.97,0
1999,7,21,0,28.89,18.1,0
1999,7,22,11.176,29.38,18.37,0
1999,7,23,14.224,29.75,18.67,0
1999,7,24,0,32.69,17.51,0
1999,7,25,0,30.76,19.94,0
1999,7,26,4.572,34.43,19.23,0
1999,7,27,0,33.2,19.07,0
1999,7,28,0,30.89,17.63,0
1999,7,29,3.048,30.2,17.68,0
1999,7,30,0,30.35,16.9,0
1999,7,31,0,32.11,18.28,0
1999,8,1,0,29.51,18.88,0
1999,8,2,1.27,31.06,17.29,0
1999,8,3,7.366,28.94,17.76,0
1999,8,4,49.022,25.85,16.31,0
1999,8,5,7.874,22.33,17.15,0
1999,8,6,0,27.41,16.18,0
1999,8,7,0,31.91,16.98,0
1999,8,8,1.27,31.4,19.07,0
1999,8,9,1.27,30.33,17.95,0
1999,8,10,1.27,27.89,18.11,0
1999,8,11,0.508,31.37,17.89,0
1999,8,12,0,32.85,18.62,0
1999,8,13,0,34.22,19.74,0
1999,8,14,22.098,32.48,18.69,0
1999,8,15,0,29.15,18.62,0
1999,8,16,0.254,33.05,18.48,0
1999,8,17,0,33.38,18.09,0
1999,8,18,0,32.81,19.97,0
1999,8,19,0,32.27,17.5,0
1999,8,20,0,33.66,16.64,0
1999,8,21,0,35.56,17.82,0
1999,8,22,0,35.88,18.28,0
1999,8,23,0,35.04,19.25,0
1999,8,24,0,34.18,19.23,0
1999,8,25,0,32.37,19.47,0
1999,8,26,0,28.96,18.27,0
1999,8,27,1.778,33.74,20.22,0
1999,8,28,0.762,32.62,17.84,0
1999,8,29,0.254,33.74,16.35,0
1999,8,30,1.27,33.64,16.73,0
1999,8,31,5.842,32.46,17.72,0
1999,9,1,0.254,27,17.65,0
1999,9,2,17.272,29.35,16.62,0
1999,9,3,0,30.6,17.13,0
1999,9,4,0,32.14,17.09,0
1999,9,5,0,33.48,17.23,0
1999,9,6,0,33.15,18.98,0
1999,9,7,0,33.72,16.57,0
1999,9,8,0,35.63,18.59,0
1999,9,9,0,33.52,18.6,0
1999,9,10,0,31.71,18.21,0
1999,9,11,0,33.06,17.41,0
1999,9,12,0,34.02,14.98,0
1999,9,13,0,30.17,19.66,0
1999,9,14,0,33.2,14.12,0
1999,9,15,9.398,29.42,15.5,0
1999,9,16,0.254,28.67,14.79,0
1999,9,17,6.604,27.58,16.2,0
1999,9,18,2.286,29.01,14.32,0
1999,9,19,2.032,28.9,16.94,0
1999,9,20,0,30.42,13.06,0
1999,9,21,0,25.62,16.87,0
1999,9,22,1.524,27.62,14.2,0
1999,9,23,0,31.72,15.09,0
1999,9,24,0,30.18,15.51,0
1999,9,25,0,32.17,13.57,0
1999,9,26,0,33.43,14.68,0
1999,9,27,0,33.51,14.8,0
1999,9,28,0,33.67,14.68,0
1999,9,29,0,24.68,12.41,0
1999,9,30,0,32.05,9.42,0
1999,10,1,0,33.2,15.83,0
1999,10,2,0,33.1,14.92,0
1999,10,3,0,32.85,14.97,0
1999,10,4,0,33.22,15.24,0
1999,10,5,0,33.04,14.88,0
1999,10,6,0,32.32,19.26,0
1999,10,7,0,26.16,14.17,0
1999,10,8,0,27.55,8.55,0
1999,10,9,0,28.97,9.12,0
1999,10,10,0,30.85,11.83,0
1999,10,11,0,30.46,11.67,0
1999,10,12,0,30.4,11.9,0
1999,10,13,0,31.2,13.43,0
1999,10,14,0,31.26,11.3,0
1999,10,15,0,30.1,13.11,0
1999,10,16,0.254,24.46,14.11,0
1999,10,17,0,13.58,3.718,0
1999,10,18,0,19.46,-0.111,0
1999,10,19,0,20.49,1.161,0
1999,10,20,0,24.17,2.334,0
1999,10,21,0,27.75,4.182,0
1999,10,22,0,27.26,8.08,0
1999,10,23,0,28.5,8.25,0
1999,10,24,0,28.93,8.14,0
1999,10,25,0,29.55,8.77,0
1999,10,26,0,28.6,10.66,0
1999,10,27,0,26.84,9.61,0
1999,10,28,0,28.44,11.68,0
1999,10,29,0,26.79,8.93,0
1999,10,30,0,20.07,4.647,0
1999,10,31,0,25.98,3.974,0
1999,11,1,0,28.28,5.999,0
1999,11,2,0,19.69,6.826,0
1999,11,3,0,25.02,3.315,0
1999,11,4,0,28.02,6.65,0
