year,plot,stake,species,abundance
2014,14,57,lina bige,1
2014,14,77,esch mexi,1
2014,14,77,phac ariz,5
2014,14,77,astr nutt,1
2014,14,77,lupi conc,2
2014,14,75,phac ariz,1
2014,13,57,erod cicu,2
2014,13,57,astr nutt,35
2014,13,57,phac ariz,22
2014,13,57,chae stev,1
2014,13,55,erod cicu,1
2014,13,53,erod cicu,1
2014,13,51,chae stev,2
2014,13,51,erod cicu,1
2014,13,31,astr nutt,47
2014,13,31,desc pinn,25
2014,13,31,eria diff,1
2014,13,31,lina bige,5
2014,13,31,phac ariz,2
2014,13,31,erod cicu,1
2014,13,33,erod cicu,8
2014,13,33,lina bige,5
2014,13,35,chae stev,1
2014,13,37,chae stev,3
2014,13,37,lina bige,6
2014,13,37,desc pinn,17
2014,13,37,astr nutt,11
2014,13,37,erod cicu,2
2014,13,17,erod cicu,2
2014,13,17,astr nutt,3
2014,13,77,erod cicu,3
2014,13,77,chae stev,9
2014,13,77,astr nutt,8
2014,13,77,desc pinn,2
2014,13,75,x,0
2014,13,73,erod cicu,8
2014,13,73,chae stev,10
2014,13,73,eria diff,2
2014,13,73,desc pinn,1
2014,13,71,x,0
2014,13,11,astr nutt,13
2014,13,11,erod cicu,7
2014,13,11,chae stev,1
2014,13,13,erod cicu,14
2014,13,15,erod cicu,5
2014,13,15,astr nutt,16
2014,13,15,lina bige,1
2014,13,15,chae stev,1
